"";"aniyr";"study_areas_id";"sex";"animals_id";"acquisition_time";"forest_density";"corine_land_cover_2012_vector_code";"timex";"datex";"yearx";"mid_or_noon";"doyx";"min";"max";"diff_doy";"prop";"count";"cnt_night";"prop_night";"cnt_day";"prop_day";"TCD_forest_patch_size";"CLC_forest_patch_size";"TCD_open_patch_size";"CLC_open_patch_size";"x";"y";"optional"
"103311";"769_2005";1;"m";769;"2005-05-01 00:02:54+00";99;313;"00:02:54";2005-05-01;2005;"midnight";121;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;NA;NA;NA;NA;4403226,6815966;2557846,13629328;TRUE
"103312";"769_2005";1;"m";769;"2005-05-01 12:01:59+00";86;311;"12:01:59";2005-05-01;2005;"noon";121;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403290,32322371;2558521,00814572;TRUE
"103313";"769_2005";1;"m";769;"2005-05-02 00:03:00+00";97;311;"00:03:00";2005-05-02;2005;"midnight";122;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403243,96836594;2558778,02156559;TRUE
"103314";"769_2005";1;"m";769;"2005-05-07 12:03:05+00";89;311;"12:03:05";2005-05-07;2005;"noon";127;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403500,63975312;2558510,51770216;TRUE
"103315";"769_2005";1;"m";769;"2005-05-08 00:02:12+00";94;311;"00:02:12";2005-05-08;2005;"midnight";128;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403285,75290492;2558573,78374489;TRUE
"103316";"769_2005";1;"m";769;"2005-05-08 12:02:22+00";98;311;"12:02:22";2005-05-08;2005;"noon";128;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403467,93641762;2558504,6860293;TRUE
"103317";"769_2005";1;"m";769;"2005-05-09 12:01:52+00";98;311;"12:01:52";2005-05-09;2005;"noon";129;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403221,98540189;2558503,58726672;TRUE
"103318";"769_2005";1;"m";769;"2005-05-10 00:01:52+00";96;311;"00:01:52";2005-05-10;2005;"midnight";130;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403196,41576543;2558446,42828102;TRUE
"103319";"769_2005";1;"m";769;"2005-05-10 12:02:24+00";86;311;"12:02:24";2005-05-10;2005;"noon";130;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403617,7402221;2558485,13871036;TRUE
"103320";"769_2005";1;"m";769;"2005-05-11 00:02:27+00";95;311;"00:02:27";2005-05-11;2005;"midnight";131;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403628,59090076;2558230,2056356;TRUE
"103321";"769_2005";1;"m";769;"2005-05-11 12:02:45+00";90;311;"12:02:45";2005-05-11;2005;"noon";131;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403295,09926394;2558481,42630782;TRUE
"103322";"769_2005";1;"m";769;"2005-05-12 12:01:41+00";95;311;"12:01:41";2005-05-12;2005;"noon";132;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403532,43885001;2558447,73993523;TRUE
"103323";"769_2005";1;"m";769;"2005-05-13 00:01:58+00";98;311;"00:01:58";2005-05-13;2005;"midnight";133;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403414,04375783;2558388,89416861;TRUE
"103324";"769_2005";1;"m";769;"2005-05-13 12:01:53+00";95;311;"12:01:53";2005-05-13;2005;"noon";133;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403530,12896576;2558446,35219719;TRUE
"103325";"769_2005";1;"m";769;"2005-05-14 00:01:20+00";98;311;"00:01:20";2005-05-14;2005;"midnight";134;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403588,88607803;2558177,58315625;TRUE
"103326";"769_2005";1;"m";769;"2005-05-14 12:03:04+00";96;311;"12:03:04";2005-05-14;2005;"noon";134;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403112,43076134;2558379,94158764;TRUE
"103327";"769_2005";1;"m";769;"2005-05-15 00:01:52+00";98;311;"00:01:52";2005-05-15;2005;"midnight";135;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403252,66389524;2558505,87993215;TRUE
"103328";"769_2005";1;"m";769;"2005-05-15 12:02:37+00";89;311;"12:02:37";2005-05-15;2005;"noon";135;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403636,11048777;2558458,66553219;TRUE
"103329";"769_2005";1;"m";769;"2005-05-16 00:01:49+00";93;311;"00:01:49";2005-05-16;2005;"midnight";136;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403467,04546007;2558225,92322935;TRUE
"103330";"769_2005";1;"m";769;"2005-05-17 00:02:40+00";98;311;"00:02:40";2005-05-17;2005;"midnight";137;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403607,75164005;2558324,0297092;TRUE
"103331";"769_2005";1;"m";769;"2005-05-19 00:02:18+00";90;311;"00:02:18";2005-05-19;2005;"midnight";139;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403447,56708021;2558256,45597076;TRUE
"103332";"769_2005";1;"m";769;"2005-05-19 12:01:46+00";91;311;"12:01:46";2005-05-19;2005;"noon";139;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403536,40566671;2558522,067312;TRUE
"103333";"769_2005";1;"m";769;"2005-05-20 00:02:37+00";86;311;"00:02:37";2005-05-20;2005;"midnight";140;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403258,6513287;2558656,44953967;TRUE
"103334";"769_2005";1;"m";769;"2005-05-21 00:01:42+00";98;311;"00:01:42";2005-05-21;2005;"midnight";141;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403382,75692456;2558364,96258948;TRUE
"103335";"769_2005";1;"m";769;"2005-05-22 00:01:52+00";98;311;"00:01:52";2005-05-22;2005;"midnight";142;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403396,28038456;2558391,54889564;TRUE
"103336";"769_2005";1;"m";769;"2005-05-22 12:01:51+00";96;311;"12:01:51";2005-05-22;2005;"noon";142;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403659,36717711;2558372,45981775;TRUE
"103337";"769_2005";1;"m";769;"2005-05-23 00:01:47+00";86;311;"00:01:47";2005-05-23;2005;"midnight";143;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403554,30819446;2558257,69745342;TRUE
"103338";"769_2005";1;"m";769;"2005-05-23 12:02:12+00";92;311;"12:02:12";2005-05-23;2005;"noon";143;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403262,57420208;2558570,78755325;TRUE
"103339";"769_2005";1;"m";769;"2005-05-24 00:02:23+00";89;311;"00:02:23";2005-05-24;2005;"midnight";144;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403366,65084195;2558325,2929069;TRUE
"103340";"769_2005";1;"m";769;"2005-05-25 00:01:51+00";98;311;"00:01:51";2005-05-25;2005;"midnight";145;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403372,74660689;2558467,23675981;TRUE
"103341";"769_2005";1;"m";769;"2005-05-26 00:01:52+00";98;311;"00:01:52";2005-05-26;2005;"midnight";146;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403376,47958204;2558478,23811728;TRUE
"103342";"769_2005";1;"m";769;"2005-05-26 12:01:04+00";91;311;"12:01:04";2005-05-26;2005;"noon";146;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403468,44853844;2558315,69180524;TRUE
"103343";"769_2005";1;"m";769;"2005-05-27 00:01:53+00";89;313;"00:01:53";2005-05-27;2005;"midnight";147;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403496,49043164;2558120,07500867;TRUE
"103344";"769_2005";1;"m";769;"2005-05-27 12:02:17+00";86;311;"12:02:17";2005-05-27;2005;"noon";147;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403286,85851446;2558524,26740781;TRUE
"103345";"769_2005";1;"m";769;"2005-05-28 00:02:01+00";91;311;"00:02:01";2005-05-28;2005;"midnight";148;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403368,60847899;2558485,14278362;TRUE
"103346";"769_2005";1;"m";769;"2005-05-28 12:02:31+00";96;311;"12:02:31";2005-05-28;2005;"noon";148;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403643,36159218;2558366,58943524;TRUE
"103347";"769_2005";1;"m";769;"2005-05-29 00:01:48+00";95;311;"00:01:48";2005-05-29;2005;"midnight";149;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403347,65363935;2558375,48582942;TRUE
"103348";"769_2005";1;"m";769;"2005-05-29 12:02:58+00";88;311;"12:02:58";2005-05-29;2005;"noon";149;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403312,07814184;2558527,40391901;TRUE
"103349";"769_2005";1;"m";769;"2005-05-30 00:01:57+00";96;311;"00:01:57";2005-05-30;2005;"midnight";150;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403170,26957591;2558541,85473635;TRUE
"103350";"769_2005";1;"m";769;"2005-05-30 12:02:18+00";86;311;"12:02:18";2005-05-30;2005;"noon";150;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403284,82404866;2558538,31739284;TRUE
"103351";"769_2005";1;"m";769;"2005-05-31 00:02:25+00";95;311;"00:02:25";2005-05-31;2005;"midnight";151;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403350,97629722;2558340,34681663;TRUE
"103352";"769_2005";1;"m";769;"2005-05-31 12:01:56+00";86;311;"12:01:56";2005-05-31;2005;"noon";151;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403434,38831097;2558613,67357552;TRUE
"103353";"769_2005";1;"m";769;"2005-06-01 12:01:54+00";92;311;"12:01:54";2005-06-01;2005;"noon";152;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403269,94075577;2558561,16630641;TRUE
"103354";"769_2005";1;"m";769;"2005-06-02 00:01:52+00";87;311;"00:01:52";2005-06-02;2005;"midnight";153;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403221,4692705;2558979,24879992;TRUE
"103355";"769_2005";1;"m";769;"2005-06-02 12:02:17+00";86;311;"12:02:17";2005-06-02;2005;"noon";153;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403285,16618424;2558537,06760385;TRUE
"103356";"769_2005";1;"m";769;"2005-06-03 12:02:22+00";93;311;"12:02:22";2005-06-03;2005;"noon";154;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403596,36617924;2558595,9323364;TRUE
"103357";"769_2005";1;"m";769;"2005-06-04 12:02:53+00";90;311;"12:02:53";2005-06-04;2005;"noon";155;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403282,3516795;2558504,25020992;TRUE
"103358";"769_2005";1;"m";769;"2005-06-05 12:02:43+00";86;311;"12:02:43";2005-06-05;2005;"noon";156;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403289,20174802;2558543,50974745;TRUE
"103359";"769_2005";1;"m";769;"2005-06-06 00:01:53+00";89;311;"00:01:53";2005-06-06;2005;"midnight";157;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403470,76675519;2558282,74803661;TRUE
"103360";"769_2005";1;"m";769;"2005-06-06 12:02:22+00";86;311;"12:02:22";2005-06-06;2005;"noon";157;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403285,97307141;2558540,28801586;TRUE
"103361";"769_2005";1;"m";769;"2005-06-07 00:02:11+00";87;311;"00:02:11";2005-06-07;2005;"midnight";158;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403223,60259095;2558981,0891367;TRUE
"103362";"769_2005";1;"m";769;"2005-06-07 12:02:59+00";97;311;"12:02:59";2005-06-07;2005;"noon";158;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403385,51895449;2558550,6837902;TRUE
"103363";"769_2005";1;"m";769;"2005-06-08 00:01:28+00";89;311;"00:01:28";2005-06-08;2005;"midnight";159;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403463,2286591;2558296,35267194;TRUE
"103364";"769_2005";1;"m";769;"2005-06-08 12:01:27+00";96;311;"12:01:27";2005-06-08;2005;"noon";159;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403647,90526778;2558374,88228546;TRUE
"103365";"769_2005";1;"m";769;"2005-06-09 00:02:39+00";96;311;"00:02:39";2005-06-09;2005;"midnight";160;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403349,16575527;2558437,1755615;TRUE
"103366";"769_2005";1;"m";769;"2005-06-09 12:02:54+00";86;311;"12:02:54";2005-06-09;2005;"noon";160;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403284,90093339;2558529,90213632;TRUE
"103367";"769_2005";1;"m";769;"2005-06-10 12:02:40+00";87;311;"12:02:40";2005-06-10;2005;"noon";161;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403655,58621847;2558390,77049283;TRUE
"103368";"769_2005";1;"m";769;"2005-06-11 00:02:18+00";95;311;"00:02:18";2005-06-11;2005;"midnight";162;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403387,48765544;2558290,46013034;TRUE
"103369";"769_2005";1;"m";769;"2005-06-15 00:01:45+00";71;311;"00:01:45";2005-06-15;2005;"midnight";166;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403218,93765029;2558250,90896635;TRUE
"103370";"769_2005";1;"m";769;"2005-06-17 12:01:54+00";86;311;"12:01:54";2005-06-17;2005;"noon";168;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403615,24697025;2558416,80604561;TRUE
"103371";"769_2005";1;"m";769;"2005-06-18 12:01:42+00";86;311;"12:01:42";2005-06-18;2005;"noon";169;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403283,61470715;2558533,41461745;TRUE
"103372";"769_2005";1;"m";769;"2005-06-19 00:01:24+00";95;311;"00:01:24";2005-06-19;2005;"midnight";170;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403224,74645724;2558925,9327093;TRUE
"103373";"769_2005";1;"m";769;"2005-06-19 12:01:56+00";95;311;"12:01:56";2005-06-19;2005;"noon";170;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403207,23584189;2558508,80609716;TRUE
"103374";"769_2005";1;"m";769;"2005-06-20 12:02:52+00";86;311;"12:02:52";2005-06-20;2005;"noon";171;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403286,56067989;2558531,86895861;TRUE
"103375";"769_2005";1;"m";769;"2005-06-21 00:03:12+00";97;311;"00:03:12";2005-06-21;2005;"midnight";172;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403291,3875283;2558944,86174472;TRUE
"103376";"769_2005";1;"m";769;"2005-06-21 12:01:45+00";86;311;"12:01:45";2005-06-21;2005;"noon";172;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403283,62671701;2558530,84991031;TRUE
"103377";"769_2005";1;"m";769;"2005-06-22 00:02:40+00";98;311;"00:02:40";2005-06-22;2005;"midnight";173;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403400,79539746;2558418,82789513;TRUE
"103378";"769_2005";1;"m";769;"2005-06-23 00:01:46+00";67;311;"00:01:46";2005-06-23;2005;"midnight";174;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403213,08187324;2558982,11577374;TRUE
"103379";"769_2005";1;"m";769;"2005-06-23 12:01:56+00";90;311;"12:01:56";2005-06-23;2005;"noon";174;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403322,58838685;2558648,27016657;TRUE
"103380";"769_2005";1;"m";769;"2005-06-24 00:02:55+00";86;311;"00:02:55";2005-06-24;2005;"midnight";175;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403487,14605675;2558233,39516677;TRUE
"103381";"769_2005";1;"m";769;"2005-06-25 00:03:12+00";71;311;"00:03:12";2005-06-25;2005;"midnight";176;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403280,50956947;2559006,81860242;TRUE
"103382";"769_2005";1;"m";769;"2005-06-25 12:01:38+00";97;311;"12:01:38";2005-06-25;2005;"noon";176;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403524,76424158;2558390,92495417;TRUE
