"ID","slope","landcover","dist_road"
1,5.02851390838623,1,73.9212112426758
2,4.49781942367554,1,129.199066162109
3,5.88762664794922,1,132.343963623047
4,5.37201690673828,1,354.896484375
5,6.48149919509888,1,235.819366455078
6,6.48149919509888,1,235.819366455078
7,8.63836765289307,1,1083.62963867188
8,9.88733577728271,1,812.235900878906
9,10.4983625411987,1,795.53662109375
10,9.97675895690918,1,630.956665039062
11,7.57420682907104,2,107.119331359863
12,7.57420682907104,2,107.119331359863
13,6.2177152633667,1,58.5536804199219
14,6.2177152633667,1,58.5536804199219
15,10.4903678894043,1,661.709655761719
16,9.22964000701904,1,539.298767089844
17,11.0444574356079,1,92.4660873413086
18,11.4064855575562,1,100.160629272461
19,5.87897491455078,1,109.517066955566
20,5.87897491455078,1,109.517066955566
21,6.39489459991455,1,303.50927734375
22,6.22159290313721,1,161.061981201172
23,8.19983863830566,1,501.493072509766
24,4.56097602844238,1,111.575569152832
25,6.77189254760742,1,1171.39770507812
26,9.45493507385254,1,1028.53271484375
27,8.56993961334229,1,541.427062988281
28,7.23558807373047,1,1139.00341796875
29,6.94859647750854,1,121.014335632324
30,6.94859647750854,1,121.014335632324
31,8.15801525115967,1,126.550010681152
32,8.00927066802979,1,142.011566162109
33,7.6056432723999,1,1152.25085449219
34,8.29504299163818,1,788.003784179688
35,8.41691780090332,1,1549.24072265625
36,9.35042667388916,1,1591.00231933594
37,5.33078527450562,1,1293.88159179688
38,9.53010082244873,1,1471.53674316406
39,3.33665299415588,1,467.01025390625
40,5.27238512039185,1,623.939331054688
41,3.86941742897034,1,129.825820922852
42,6.77868986129761,1,308.80810546875
43,8.7418966293335,1,65.706901550293
44,8.7418966293335,1,65.706901550293
45,7.36944723129272,1,695.975280761719
46,8.50907421112061,1,1195.8134765625
47,8.52188491821289,1,1485.01818847656
48,9.28929233551025,1,1992.81469726562
49,7.67100286483765,1,1206.74951171875
50,9.60114479064941,1,1667.3935546875
51,8.84742546081543,1,712.321716308594
52,10.5762710571289,1,1532.32897949219
53,10.948938369751,1,725.679443359375
54,10.2799968719482,1,638.871276855469
55,3.05304646492004,1,3138.51586914062
56,3.05304646492004,1,3138.51586914062
57,3.72545909881592,1,2931.62329101562
58,5.44594383239746,1,2352.97387695312
59,5.48832035064697,1,1864.41442871094
60,5.48832035064697,1,1864.41442871094
61,5.02969694137573,2,79.5856857299805
62,5.02969694137573,2,79.5856857299805
63,5.2199068069458,1,76.3350372314453
64,5.94674348831177,1,463.820007324219
65,8.42068290710449,1,1195.63391113281
66,6.57736873626709,1,594.063232421875
67,8.42068290710449,1,1195.63391113281
68,5.57611894607544,1,1313.62963867188
69,6.83414459228516,1,2231.85034179688
70,8.94636058807373,1,2196.810546875
71,9.51431274414062,1,1820.99072265625
72,6.92843723297119,1,2161.1728515625
73,7.12084722518921,1,917.915100097656
74,8.13143348693848,1,832.792419433594
75,4.45171642303467,1,2977.3046875
76,6.76606893539429,1,2791.6220703125
77,5.65172672271729,1,1719.6494140625
78,8.44004058837891,1,2089.26293945312
79,6.7027325630188,1,905.892700195312
80,6.69017028808594,1,1210.41320800781
81,8.1051721572876,1,641.632873535156
82,8.08920669555664,1,572.487976074219
83,8.41380310058594,1,680.205200195312
84,8.41380310058594,1,680.205200195312
85,5.83688068389893,1,187.105270385742
86,5.9188175201416,1,73.0442428588867
